gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
00-0037495,Bryant Koback,Bryant,Bryant,Koback,B.Koback,Bryant,,KOB043259,55083,KobaBr00,57266,10625,4240781,32004b4f-4204-3259-3d16-01b738831704,1998-04-06,RB,RB,RB,RB,72,210,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yay4st8ox4rr8rtj1jij",Toledo,Mid-American Conference,,2022,2023,SEA,DEV,RET,R/Retired,1,,,,,,
00-0019316,Aaron Koch,Aaron,Aaron,Koch,,,,KOC078322,,KochAa20,,,2438,32004b4f-4307-8322-9eee-59c339cb1423,1978-02-21,OL,G,,,75,299,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jxelratbvrkvpwit7l66",Oregon State,,64,2000,2002,JAX,RES,,,3,,,,,,
KOC207644,Greg Koch,Greg,Gregory,Koch,,,,KOC207644,,KochGr20,,,,32004b4f-4320-7644-5c27-bb9b11c84785,1955-06-14,OL,G,,,76,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m0xgqn19ijscefcr7grp",Arkansas,,0,1977,1987,MIN,ACT,,,11,,,1977,2,39,GB
00-0009390,Markus Koch,Markus,Markus,Koch,,,,KOC311466,,KochMa20,,,,32004b4f-4331-1466-52cc-feab5403e422,1963-02-13,DL,DE,,,77,262,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e42qewajqbb5aqadid7p",Boise State,,0,1986,1992,WAS,NWT,,,7,,,1986,2,30,WAS
KOC415288,Pete Koch,Pete,Peter,Koch,,,,KOC415288,,KochPe20,,,,32004b4f-4341-5288-c077-701a310abf92,1962-01-23,DL,NT,,,78,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/znxgate4asqdrzlrmvlg",Maryland,,0,1984,1989,LV,ACT,,,5,,,1984,1,16,CIN
00-0024417,Sam Koch,Sam,Sam,Koch,S.Koch,Sam,,KOC420430,31018,KochSa20,3148,1397,9789,32004b4f-4342-0430-38c8-f7582cd5f048,1982-08-13,SPEC,P,,,73,222,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dw34lcf6qit1i1knjhpv",Nebraska,Big Twelve Conference,4,2006,2021,BAL,ACT,RET,R/Retired,16,P,,2006,6,203,BAL
00-0020346,Kris Kocurek,Kris,Kristopher,Kocurek,,,,KOC778669,26457,KocuKr20,,,,32004b4f-4377-8669-4d4a-6338c965c0f0,1978-11-15,DL,DT,,,76,293,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mpbldmtuwbzmnn97g9nn",Texas Tech,,99,2001,2002,TEN,RES,,,1,,,2001,7,237,SEA
KOE118654,Vic Koegel,Vic,Victor,Koegel,,,,KOE118654,,KoegVi20,,,,32004b4f-4511-8654-6977-82da6c05db6b,1952-11-02,LB,LB,,,72,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kojjkfmtqozr0pwzqszr",Ohio State,,0,1974,1974,CIN,ACT,,,0,,,1974,12,304,ATL
KOE237308,Warren Koegel,Warren,Warren,Koegel,,,,KOE237308,,KoegWa20,,,,32004b4f-4523-7308-eb49-59dfeef3c706,1949-11-01,OL,C,,,75,253,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fd8j6ktyxq1fckctwizc",Penn State,,0,1974,1974,NYJ,ACT,,,3,,,,,,
00-0032616,Marshall Koehn,Marshall,Marshall,Koehn,M.Koehn,Marshall,,KOE369462,43736,KoehMa00,11209,5236,2582419,32004b4f-4536-9462-3ee8-70381ddb6e99,1992-08-29,SPEC,K,,,72,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lam4hwehq5mngt0fvybu",Iowa,,0,2017,2018,NYG,CUT,CUT,,1,K,,,,,
00-0023234,Michael Koenen,Michael,Michael,Koenen,,,,KOE461116,,koenemic01,2682,360,9263,32004b4f-4546-1116-e785-37f5c102e43f,1982-07-13,SPEC,P,,,71,198,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hu8j84jf4ytn55rny2w0",Western Washington University,,9,2005,2014,TB,ACT,,,10,P,,,,,
00-0025576,Adam Koets,Adam,Adam,Koets,,,,KOE755073,32382,KoetAd20,3805,,10632,32004b4f-4575-5073-4031-27d9b48f9ecf,1984-01-07,OL,OT,,,77,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lx3gg61s6k1jsa8njit3",Oregon State,,61,2007,2011,NYG,CUT,,,5,,,2007,6,189,NYG
KOF415291,Matt Kofler,Matt,Matthew,Kofler,,,,KOF415291,,KoflMa00,,,,32004b4f-4641-5291-71b1-583b0883bc01,1959-08-30,QB,QB,,,75,192,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d0aftpzypgypu47d5pgi",San Diego State; San Diego Mesa College,,0,1982,1985,IND,ACT,,,4,,,1982,2,48,BUF
KOH276861,Joe Kohlbrand,Joe,Joseph,Kohlbrand,,,,KOH276861,,KohlJo20,,,,32004b4f-4827-6861-133b-2bd2a12246e6,1963-03-18,DL,DE,,,76,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pzdxt9a0prisatezdcis",Miami,,0,1985,1989,NO,ACT,,,5,,,1985,8,206,NO
00-0009398,Tim Kohn,Tim,Tim,Kohn,,,,KOH369148,22414,,,,,32004b4f-4836-9148-aa70-8f4feb310e53,1973-12-06,OL,OT,,,77,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hpj0xhl2ubqrccrn7i6n",Iowa State,,70,1997,1999,LV,ACT,,,2,,,,,,
00-0037353,Kader Kohou,Kader,Kader,Kohou,K.Kohou,Kader,,KOH461435,54936,KohoKa00,156070,10697,4291489,32004b4f-4846-1435-3190-0e6a8cdde7a0,1998-11-28,DB,CB,DB,SLOT_CB,70,195,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bf60hryk7uooskpxjhuz",East Texas A&M,Lone Star Conference,26,2022,2026,KC,DEV,ACT,Active,5,CB,A,,,,
KOH553722,Bob Kohrs,Bob,Robert,Kohrs,,,,KOH553722,,KohrBo20,,,,32004b4f-4855-3722-2976-8d5da4e0e1a4,1958-11-08,LB,LB,,,75,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/keugjfw75bjznf2vnuid",Arizona State,,0,1981,1985,PIT,ACT,,,5,,,1980,2,35,PIT
00-0038046,Charlie Kolar,Charlie,Charlie,Kolar,C.Kolar,Charlie,,KOL030762,54593,KolaCh00,60917,10173,4241263,32004b4f-4c03-0762-5d66-fe5bd3776993,1999-02-10,TE,TE,TE,TE,78,250,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g75ws8vkqz9cqwifhcy7",Iowa State,Big Twelve Conference,88,2022,2026,LAC,ACT,ACT,Active,5,TE,A,2022,4,128,BAL
KOL092287,Jon Kolb,Jon,Jon,Kolb,,,,KOL092287,,KolbJo20,,,,32004b4f-4c09-2287-f966-6c939c3bdcc8,1947-08-30,OL,OT,,,74,262,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/adfcfmkpmeki4hdawqbz",Oklahoma State,,0,1974,1981,PIT,ACT,,,13,,,,,,
00-0025423,Kevin Kolb,Kevin,Kevin,Kolb,,,,KOL105037,32229,KolbKe00,3652,2117,10480,32004b4f-4c10-5037-b9e5-c47be85d9a32,1984-08-24,QB,QB,,,75,218,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ebtp5o1rj5hosmncg7iz",Houston,,4,2007,2013,BUF,RES,,,7,QB,,2007,2,36,PHI
KOL276861,Mike Kolen,Mike,John,Kolen,,,,KOL276861,,KoleMi20,,,,32004b4f-4c27-6861-d9be-122c1ad31030,1948-01-31,LB,ILB,,,74,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wmnzevmxgkaqk2ob0mit",Auburn,,0,1974,1977,MIA,ACT,,,7,,,,,,
KOL369148,Larry Kolic,Larry,Lawrence,Kolic,,,,KOL369148,,KoliLa20,,,,32004b4f-4c36-9148-6e5a-7ee89ae4a1aa,1963-08-31,LB,LB,,,73,242,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zjkarj4yk8fzv3lgwb7c",Ohio State,,0,1986,1988,MIA,ACT,,,2,,,1986,7,193,MIA
KOL461435,Bill Kollar,Bill,William,Kollar,,,,KOL461435,,KollBi20,,,,32004b4f-4c46-1435-13b0-c4d995e05006,1952-11-27,DL,DE,,,75,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/puivjibi1xiqixwg63a6",Montana State,,0,1974,1981,TB,ACT,,,8,,,1974,1,23,CIN
00-0033750,Leo Koloamatangi,Leo,Mafileo,Koloamatangi,L.Koloamatangi,Leo,,KOL701546,45628,KoloLe00,12187,6216,2980597,32004b4f-4c70-1546-2bbf-462f677f6591,1994-05-09,OL,C,,,77,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hsvjsim2dlrhchvvktzs",Hawaii,Mountain West Conference,63,2017,2020,NYJ,NWT,ACT,Active,2,,,,,,
00-0020412,Ross Kolodziej,Ross,Ross,Kolodziej,,,,KOL728546,26450,KoloRo20,931,,2779,32004b4f-4c72-8546-221a-58ead913f9cc,1978-05-11,DL,DT,,,75,289,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyudp7xwa2uygwrfknnx",Wisconsin,,96,2001,2007,ARI,RES,,,7,,,2001,7,230,NYG
KOL738296,Chris Kolodziejski,Chris,Christopher,Kolodziejski,,,,KOL738296,,KoloCh20,,,,32004b4f-4c73-8296-3ff0-a3dd5a5ba408,1961-02-05,TE,TE,,,75,231,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b60vozk5k5xxh2xtxu4r",Wyoming,,0,1984,1984,PIT,ACT,,,0,,,1984,2,52,PIT
00-0034080,Jeremiah Kolone,Jeremiah,Jeremiah,Kolone,J.Kolone,Jeremiah,,KOL755546,46338,KoloJe00,46167,7554,3043198,32004b4f-4c75-5546-22d3-329cc892b2ac,1994-10-23,OL,C,OL,C,75,316,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jl3qurmy57ntj0603bdi",San Jose State,Mountain West Conference,62,2018,2022,LA,DEV,DEV,Practice Squad,1,C,P,,,,
00-0027352,Max Komar,Max,Max,Komar,,,,KOM221145,,KomaMa00,5883,6732,13602,32004b4f-4d22-1145-6c19-d26090b0812b,1987-04-30,WR,WR,,,71,202,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qfff4htyh8drjwhzrltg",Idaho,,83,2010,2011,CHI,ACT,,,2,WR,,,,,
KOM415290,Jeff Komlo,Jeff,William,Komlo,,,,KOM415290,,KomlJe00,,,,32004b4f-4d41-5290-8b7f-2074c8dbee1d,1956-07-30,QB,QB,,,74,200,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sbc8bc62mord5wpah2nv",Delaware,,0,1979,1983,TB,ACT,,,4,,,1979,9,231,DET
KON092287,Mark Koncar,Mark,Mark,Koncar,,,,KON092287,,KoncMa20,,,,32004b4f-4e09-2287-8f11-78df7ea88759,1953-05-05,OL,OT,,,77,271,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wz0m4y7uslr98aso1wja",Colorado,,0,1976,1982,HOU,ACT,,,5,,,1976,1,23,GB
00-0040073,Bilhal Kone,Bilhal,Bilhal,Kone,,,,KON230717,,KoneBi00,159385,12538,5083656,32004b4f-4e23-0717-22bb-6f8fd7cdc893,2002-03-03,DB,CB,,,73,190,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jvaonihwki5f94bdzmwa",Western Michigan; Iowa Central CC-Eagle Grove,,31,2025,2026,BAL,RES,,,2,,,2025,6,178,BAL
KON276861,Mark Konecny,Mark,Mark,Konecny,,,,KON276861,,KoneMa20,,,,32004b4f-4e27-6861-3f67-164374dbec7d,1963-04-02,RB,RB,,,71,197,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/af412hv9gwbfkxjukk7n",Alma College,,0,1987,1988,PHI,ACT,,,2,,,,,,
00-0041136,Rene Konga,Rene,Rene,Konga,,,,KON388844,,KongRe00,,,4698109,32004b4f-4e38-8844-44d7-8484943747c5,2002-11-14,DL,DE,,,75,298,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qn7lj4k9kkklluhifocz",Louisville; Rutgers,,95,2026,2026,MIA,RES,,,0,,,,,,
00-0035754,Jonathan Kongbo,Jonathan,Jonathan,Kongbo,J.Kongbo,Jonathan,,KON408541,48308,KongJo00,42433,8641,4035166,32004b4f-4e40-8541-129e-d1f4067d6a87,1996-03-19,DL,DE,DL,EDGE,77,256,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x7uu70t2xmsafvmjosyi",Tennessee,Southeastern Conference,90,2022,2022,DEN,ACT,ACT,Active,1,ED,A,,,,
KON553722,Ed Konopasek,Ed,Edward,Konopasek,,,,KON553722,,KonoEd20,,,,32004b4f-4e55-3722-ac66-19bacb03cbe1,1964-04-12,OL,OT,,,78,289,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sokefoqj91kjhgqsox1d",Ball State,,0,1987,1987,GB,ACT,,,0,,,,,,
00-0009417,Rob Konrad,Rob,Robert,Konrad,,,,KON671178,24554,KonrRo00,,,1795,32004b4f-4e67-1178-934f-86a91c132fcb,1976-11-12,RB,FB,,,75,255,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhhgbxtpcmccuiukwyk8",Syracuse,,44,1999,2004,MIA,RES,,,6,,,1999,2,43,MIA
00-0027836,Jameson Konz,Jameson,Jameson,Konz,,,,KON725546,35686,KonzJa00,6919,2838,13401,32004b4f-4e72-5546-e402-12db729e657c,1986-07-02,TE,TE,,,75,234,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c9aypdpnjqkpwr2tqzkm",Kent State,,0,2010,2013,DAL,DEV,,,3,,,2010,7,245,SEA
00-0029411,Peter Konz,Peter,Peter,Konz,,,,KON751046,38585,KonzPe00,7058,828,14968,32004b4f-4e75-1046-95a3-b33d377f319c,1989-12-20,OL,C,,,77,317,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/woqcfdopeitrcq6bfxoi",Wisconsin,,66,2012,2014,ATL,RES,,,3,C,,2012,2,55,ATL
00-0033702,Younghoe Koo,Younghoe,Younghoe,Koo,Y.Koo,Younghoe,,KOO012942,45576,KooxYo00,12042,5868,3049899,32004b4f-4f01-2942-8546-7e952267f829,1994-08-03,SPEC,K,QB,QB,70,195,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d6k1yzhzj3mikcheisnm",Georgia Southern,Sun Belt Conference,37,2017,2025,NYG,CUT,RES,R/Injured,8,K,A,,,,
00-0021902,Scott Kooistra,Scott,Daniel,Kooistra,,,,KOO129429,28251,KooiSc20,1515,,4673,32004b4f-4f12-9429-ddfb-2c1e4d930080,1980-10-14,OL,OT,,,78,335,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ag3r3ojbqxnwf59ak7u4",N.C. State,,73,2003,2011,MIN,RES,,,8,,,2003,7,215,CIN
00-0009418,George Koonce,George,George,Koonce,,,,KOO194145,,KoonGe20,,,323,32004b4f-4f19-4145-9b4b-171cc837ed15,1968-10-15,LB,MLB,,,73,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxpjxgfkjupcarl0djdc",East Carolina; Chowan College,,53,1992,2000,SEA,ACT,,,9,,,,,,
00-0036989,Malcolm Koonce,Malcolm,Malcolm,Koonce,M.Koonce,Malcolm,,KOO195832,53508,KoonMa00,55015,9543,4239719,32004b4f-4f19-5832-4741-b46b13efc6b2,1998-06-06,DL,DE,DL,EDGE,74,243,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cujkqhjibrywjodwgfyp",Buffalo,Mid-American Conference,51,2021,2026,LV,ACT,RES,R/Injured,6,ED,A,2021,3,79,LV
00-0027849,Matt Kopa,Matt,Matt,Kopa,,,,KOP152616,,KopaMa00,6067,765,13911,32004b4f-5015-2616-230a-ad46c246fbd8,1987-02-25,OL,OT,,,78,310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/iqwdla5rmly1krorxiq6",Stanford,,78,2010,2012,PHI,ACT,,,2,,,,,,
00-0009420,Jeff Kopp,Jeff,Jeffrey,Kopp,,,,KOP650589,,KoppJe20,,,870,32004b4f-5065-0589-d869-aad0effb9108,1971-07-08,LB,LB,,,75,244,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl1ip9qfplhnnxjyq4p3",USC,,91,1995,1999,NE,ACT,,,5,,,1995,6,194,MIA
00-0022019,Dan Koppen,Dan,Daniel,Koppen,,,,KOP661089,28200,KoppDa20,1471,12,4622,32004b4f-5066-1089-5dbd-ddf06618d98c,1979-09-12,OL,C,,,74,300,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i4wbpm7uencbmfoxaz4m",Boston College,,67,2003,2013,DEN,RES,,,11,C,,2003,5,164,NE
KOR138430,Mark Korff,Mark,Mark,Korff,,,,KOR138430,,KorfMa20,,,,32004b4f-5213-8430-446a-fd4e794e7df8,1963-04-05,LB,LB,,,73,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/epkpzdh1flptpmm3kzkr",Florida; Pasadena College,,0,1987,1987,SF,ACT,,,1,,,,,,
00-0034328,Tejan Koroma,Tejan,Tejan,Koroma,T.Koroma,Tejan,,KOR352366,46621,KoroTe00,27150,,3138835,32004b4f-5235-2366-58f3-239302862c55,1996-04-27,OL,C,,,72,290,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o5eu4cicc8jkooeednop",BYU,,73,2018,2018,KC,RES,RES,,0,,,,,,
00-0009423,R.J. Kors,R.J.,Richard,Kors,,,,KOR402705,,KorsR.20,,,6942,32004b4f-5240-2705-bb22-21731af4d60c,1966-06-27,DB,DB,,,72,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rpsivbzs5cfix0pm6ifr",California State - Long Beach; USC; Taft College,,0,1991,1993,CIN,ACT,,,3,,,1989,12,322,SEA
KOR553720,Steve Korte,Steve,Steven,Korte,,,,KOR553720,,KortSt20,,,,32004b4f-5255-3720-eca6-35963f56921f,1960-01-15,OL,G,,,75,270,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ykcjr1muytkmf7aqp0uf",Arkansas,,0,1983,1990,NO,ACT,,,8,,,1983,2,38,NO
KOR692150,Kelvin Korver,Kelvin,Kelvin,Korver,,,,KOR692150,,KorvKe20,,,,32004b4f-5269-2150-5355-a51eae12a591,1949-02-21,DL,DT,,,78,267,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j3w9qmejqh4witpes0ix",Northwestern College (Ia); Texas A&M,,0,1974,1975,LV,ACT,,,4,,,,,,
00-0009427,Bernie Kosar,Bernie,Bernie,Kosar,,,,KOS075507,,KosaBe00,,,6457,32004b4f-5307-5507-6678-23c0b216ded5,1963-11-25,QB,QB,,,77,214,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j5kwb9rb36prfdwyr71q",Miami,,19,1985,1996,MIA,ACT,,,12,,,1985,1,1,CLE
00-0021348,Kyle Kosier,Kyle,Kyle,Kosier,,,,KOS280777,27381,KosiKy20,1208,6696,3751,32004b4f-5328-0777-ad0f-2a550cfb28ef,1978-11-27,OL,G,,,77,305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sa5osgt4ipflmru07oax",Arizona State,,63,2002,2011,DAL,ACT,,,10,G,,2002,7,248,SF
KOS302028,Gary Kosins,Gary,Gary,Kosins,,,,KOS302028,,KosiGa00,,,,32004b4f-5330-2028-1bfa-596da1358ab6,1949-01-21,RB,RB,,,73,215,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lgoyowiqks4ysczuknto",Dayton,,0,1974,1974,CHI,ACT,,,3,,,,,,
00-0035935,J.J. Koski,J.J.,J.J.,Koski,J.Koski,J.J.,,KOS317129,52837,KoskJJ00,47918,9217,3910287,32004b4f-5331-7129-96c1-cfa884b2caff,1996-12-27,WR,WR,WR,WR,73,195,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bs9joz6ljl29xmpjimjg",Cal Poly (San Luis Obispo),Big Sky Conference,17,2020,2022,LA,RES,CUT,Waivers/No Rec.,1,WR,A,,,,
KOS377535,Stein Koss,Stein,Stein,Koss,,,,KOS377535,,KossSt20,,,,32004b4f-5337-7535-227d-be89f151617b,1963-08-21,TE,TE,,,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yhcp2b61setbq1fozxad",Arizona State,,0,1987,1987,KC,ACT,,,0,,,,,,
KOT332232,Doug Kotar,Doug,Douglas,Kotar,,,,KOT332232,,KotaDo00,,,,32004b4f-5433-2232-c97f-b9c7c606df47,1951-06-11,RB,RB,,,71,205,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fb7fqohsjbwyqy68djdj",Kentucky,,0,1974,1981,NYG,ACT,,,7,,,,,,
00-0031942,Arie Kouandjio,Arie,Arie-Manuel,Kouandjio,A.Kouandjio,Arie,,KOU050326,42455,KouaAr00,9545,3960,2515944,32004b4f-5505-0326-33d3-2a972c432b30,1992-04-23,OL,G,,,77,316,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kne3ws6o6ba3riqpsdfa",Alabama,,60,2015,2018,WAS,RES,RES,,4,G,,2015,4,112,WAS
00-0031335,Cyrus Kouandjio,Cyrus,Cyrus,Kouandjio,C.Kouandjio,Cyrus,,KOU059326,41273,KouaCy00,8679,2983,16796,32004b4f-5505-9326-dbee-d24f37f74e65,1993-07-21,OL,OT,OL,TE,79,322,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbsnjcjzfzvvovo7xqr0",Alabama,,79,2014,2018,DEN,CUT,CUT,,5,TE,,2014,2,44,BUF
00-0022710,Niko Koutouvides,Niko,Niko,Koutouvides,,,,KOU622937,29069,KoutNi20,1837,1215,5641,32004b4f-5562-2937-a78d-702a664755f1,1981-03-25,LB,LB,,,74,245,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmljlcf2iv5swkvyujhu",Purdue,,90,2004,2012,NE,ACT,,,9,ST,,2004,4,116,SEA
KOV237308,Jim Kovach,Jim,James,Kovach,,,,KOV237308,,KovaJi20,,,,32004b4f-5623-7308-89fa-56ca5e73f023,1956-05-01,LB,LB,,,74,230,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wnasyy4zi3d4uod2y3td",Kentucky,,0,1979,1985,SF,ACT,,,7,,,1979,4,93,NO
00-0029975,Jordan Kovacs,Jordan,Jordan,Kovacs,J.Kovacs,Jordan,,KOV243683,40428,KovaJo00,8275,2536,16363,32004b4f-5624-3683-36ed-6d0ae2eb05cf,1990-06-12,DB,DB,DB,SLOT_CB,70,208,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oykh4dxcswnahqfo8wua",Michigan,Big Ten Conference,32,2013,2015,MIA,CUT,CUT,Active,3,S,,,,,
KOV355962,Mike Kovaleski,Mike,Michael,Kovaleski,,,,KOV355962,,KovaMi20,,,,32004b4f-5635-5962-124d-f9d3755c0e74,1965-01-30,LB,LB,,,74,225,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/upiog6qutvhduyqhv8me",Notre Dame,,0,1987,1987,CLE,ACT,,,0,,,,,,
00-0009437,Paul Kovell,Paul,Paul,Kovell,,,,KOV730179,,,,,,32004b4f-5673-0179-4a08-bc8c07a21c14,1968-04-28,TE,TE,,,74,233,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aofz9qlvbaflwok4po8b","Indiana PA,  University of",,0,1991,1991,PHI,PUP,,,0,,,,,,
00-0024170,Joe Kowalewski,Joe,Joseph,Kowalewski,,,,KOW173037,,KowaJo00,,,10368,32004b4f-5717-3037-2641-5b111c4ed42a,1982-11-15,TE,TE,,,76,250,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r8lkozcf0g8arh004gz7",Syracuse,,40,2006,2007,NYJ,ACT,,,1,,,,,,
KOW276860,Bob Kowalkowski,Bob,Robert,Kowalkowski,,,,KOW276860,,KowaBo20,,,,32004b4f-5727-6860-9973-53ca747ec4cf,1943-11-05,OL,G,,,75,240,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cjfpbgevsr6hifjy5gk9",Virginia,,0,1974,1977,GB,ACT,,,11,,,,,,
00-0009438,Scott Kowalkowski,Scott,Scott,Kowalkowski,,,,KOW284360,,KowaSc20,,,161,32004b4f-5728-4360-1ba8-a6b9a26668e5,1968-08-23,LB,LB,,,74,220,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tq0t1jxy518gyvwd7yes",Notre Dame,,52,1991,2001,DET,ACT,,,11,,,1991,8,216,PHI
KOW553720,Gary Kowalski,Gary,Gary,Kowalski,,,,KOW553720,,KowaGa20,,,,32004b4f-5755-3720-c854-681538e77002,1960-07-02,OL,OT,,,78,280,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwqf7kpqg9nhdhbfrwfw",Boston College,,0,1983,1988,LAC,ACT,,,5,,,1983,6,144,LA
00-0028665,Kevin Kowalski,Kevin,Kevin,Kowalski,,,,KOW563470,,KowaKe00,6799,638,14683,32004b4f-5756-3470-1d82-f7e2ed632c8b,1989-01-02,OL,C,,,75,304,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mcivyonbxydztqoa6dp8",Toledo,,60,2011,2012,DAL,ACT,,,2,C,,,,,
KOW692150,Nick Kowgios,Nick,Nicholas,Kowgios,,,,KOW692150,,KowgNi20,,,,32004b4f-5769-2150-b1cd-1223db64a3e2,1962-11-19,RB,RB,,,72,216,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nv2gr3veuczdjerkhq01",Lafayette College,,0,1987,1987,DET,ACT,,,1,,,,,,
KOY553722,Ted Koy,Ted,James,Koy,,,,KOY553722,,KoyxTe00,,,,32004b4f-5955-3722-65ce-cac8123aa817,1947-09-15,RB,RB,,,74,212,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f6okwdaskrh230uyaxgb",Texas,,0,1974,1974,BUF,ACT,,,5,,,,,,
00-0032139,Ben Koyack,Ben,Benjamin,Koyack,B.Koyack,Ben,,KOY563976,42572,KoyaBe00,9662,4077,2579846,32004b4f-5956-3976-e7b3-c2a9f1818da5,1993-04-09,TE,TE,TE,TE,77,258,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hg1fdty7xbpwztueey8j",Notre Dame,Independent,83,2015,2019,JAX,ACT,ACT,Active,4,TE,,2015,7,229,JAX
00-0009441,Scott Kozak,Scott,Scott,Kozak,,,,KOZ118654,,KozaSc20,,,6890,32004b4f-5a11-8654-6edb-fea51e245f54,1965-11-28,LB,LB,,,75,226,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tkrfu93t9r2lqbhfptkb",Oregon,,0,1989,1993,HOU,ACT,,,5,,,1989,2,50,HOU
00-0009442,Bruce Kozerski,Bruce,Bruce,Kozerski,,,,KOZ237308,,KozeBr20,,,6975,32004b4f-5a23-7308-a678-b3a248c2de25,1962-04-02,OL,G,,,76,287,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fy5r923gvwu38exqdas6",Holy Cross,,0,1984,1995,CIN,RES,,,12,,,1984,9,231,CIN
00-0041084,Tanner Koziol,Tanner,Tanner,Koziol,,,,KOZ404039,,KoziTa00,156895,13308,4917427,32004b4f-5a40-4039-dd68-2edd17f908eb,2004-01-28,TE,TE,,,79,250,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yx0na9fufgv3snuyecbd",Houston; Ball State,,88,2026,2026,JAX,ACT,,,0,,,2026,5,164,JAX
